Onion rings, breaded, par fried, frozen, prepared, heated in oven	5	3
Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried	14	22
Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	13	19
Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0" fat, USDA choice, cooked, broiled	14	20
Restaurant, Chinese, egg rolls, assorted	9	4
Soup, bean with pork, canned, condensed	13	3
Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised	11	18
Beef, New Zealand, imported, striploin, separable lean only, raw	12	15
Veal, variety meats and by-products, liver, cooked, braised	12	20
Yogurt, Greek, strawberry, nonfat	30	2
Game meat , bison, top sirloin, separable lean only, 1" steak, cooked, broiled	14	22
Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4" fat, choice, cooked	15	8
Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt	7	9
Lamb, ground, raw	15	11
Chicken, ground, crumbles, cooked, pan-browned	13	17
Veal, shank, separable lean only, raw	14	13
Beans, kidney, california red, mature seeds, cooked, boiled, with salt	11	6
Chicken, stewing, meat and skin, cooked, stewed	13	19
Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, all grades, raw	13	16
Chicken, broilers or fryers, skin only, cooked, roasted	8	17
Blood sausage	15	8
Beans, great northern, mature seeds, cooked, boiled, with salt	11	6
Potatoes, white, flesh and skin, baked	10	1
Egg, white, dried	12	50
Lasagna, cheese, frozen, prepared	16	3
Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0" fat, select, cooked, grilled	14	27
Beans, kidney, all types, mature seeds, cooked, boiled, without salt	13	5
Beef, New Zealand, imported, oyster blade, separable lean only, raw	12	16
Rice and vermicelli mix, beef flavor, unprepared	5	5
Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles	12	20
Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, raw	15	11
Snacks, pretzels, hard, plain, made with unenriched flour, salted	6	4
Couscous, dry	5	5
Snacks, rice cakes, brown rice, multigrain, unsalted	5	7
Cornmeal, yellow (Navajo)	7	4
Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	13	19
Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8" fat, cooked, braised	13	20
LITTLE CAESARS 14" Cheese Pizza, Large Deep Dish Crust	18	7
Turkey, skin, from retail parts, from dark meat, raw	8	10
BURGER KING, Original Chicken Sandwich	12	8
Wild rice, cooked	6	3
Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, cooked, fast roasted	13	18
Veal, shoulder, blade chop, separable lean and fat, raw	14	13
Seeds, sunflower seed kernels, oil roasted, with salt added	4	22
Sweet potato, cooked, baked in skin, flesh, with salt	11	1
Corn, sweet, white, frozen, kernels cut off cob, unprepared	10	1
Jute, potherb, raw	9	3
Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8" fat, all grades, raw	14	14
Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip	12	3
Peas, edible-podded, cooked, boiled, drained, with salt	15	2
Fish, halibut, greenland, cooked, dry heat	15	13
Apricots, canned, extra heavy syrup pack, without skin, solids and liquids	15	0
Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw	13	16
Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted	13	18
Macaroni and cheese dinner with dry sauce mix, boxed, uncooked	8	5
Beans, baked, canned, with pork	11	4
Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, roasted	14	17
Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated	11	2
Barbecue loaf, pork, beef	14	11
Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk	24	1
Lamb, New Zealand, imported, flap, boneless, separable lean and fat, cooked, braised	13	15
Lamb, variety meats and by-products, lungs, cooked, braised	11	13
Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, raw	15	12
Peas, green, frozen, cooked, boiled, drained, without salt	7	4
Pears, canned, extra heavy syrup pack, solids and liquids	23	0
Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	14	18
Nuts, ginkgo nuts, dried	5	10
Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, select, cooked, braised	13	19
Corn, sweet, yellow, canned, cream style, regular pack	10	1
Fish, halibut, cooked, with skin (Alaska Native)	15	15
Mushrooms, enoki, raw	12	1
Biscuits, plain or buttermilk, refrigerated dough, lower fat	5	3
Turnips, frozen, cooked, boiled, drained, with salt	15	0
Meat extender	8	34
Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0" fat, select, raw	14	18
Lamb, variety meats and by-products, brain, cooked, braised	10	9
Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil	13	14
Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised	13	19
Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter	13	15
Cheese substitute, mozzarella	21	5
Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-top, without salt	5	0
Fast foods, hamburger; single, regular patty; plain	9	9
Pork, fresh, loin, whole, separable lean and fat, cooked, roasted	14	19
Cookies, chocolate wafers	10	3
Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, choice, cooked, braised	13	22
Beef, round, top round steak, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	13	22
Frankfurter, turkey	13	11
Milk, goat, fluid, with added vitamin D	26	1
Snacks, pretzels, hard, plain, made with unenriched flour, unsalted	6	4
Chicken, skin (drumsticks and thighs), raw	8	7
Ice creams, vanilla, light, soft-serve	19	2
Brussels sprouts, frozen, cooked, boiled, drained, without salt	8	2
Wonton wrappers (includes egg roll wrappers)	6	4
Beverages, Malted drink mix, natural, powder, prepared with whole milk	15	1
Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0" fat, choice, cooked, braised	13	24
Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D	23	1
Chili with beans, canned	11	4
Cake, coffeecake, cinnamon with crumb topping, dry mix, prepared	10	2
Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0" fat, choice, cooked, grilled	14	23
WENDY'S, CLASSIC SINGLE Hamburger, no cheese	12	7
Crackers, matzo, whole-wheat	6	7
Cookies, vanilla wafers, higher fat	6	2
Egg rolls, vegetable, frozen, prepared	7	2
Soup, chicken gumbo, canned, condensed	13	1
Turkey, whole, meat and skin, with added solution, roasted	14	17
Beef, loin, top loin, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, grilled	13	19
Nuts, beechnuts, dried	8	5
Emu, full rump, cooked, broiled	13	17
Veal, leg (top round), separable lean and fat, raw	14	14
Pasta, fresh-refrigerated, spinach, as purchased	7	5
Sausage, Vienna, canned, chicken, beef, pork	11	8
Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	13	20
Lamb, New Zealand, imported, sweetbread, raw	13	8
Cookies, sugar, refrigerated dough	10	2
Veal, breast, whole, boneless, separable lean and fat, raw	14	12
Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil	13	20
Beans, navy, mature seeds, cooked, boiled, without salt	13	5
Veal, composite of trimmed retail cuts, separable fat, cooked	14	6
Noodles, egg, cooked, unenriched, with added salt	7	2
Bratwurst, pork, beef and turkey, lite, smoked	13	10
Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0" fat, all grades, raw	14	18
Fish, perch, mixed species, raw	15	13
Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8" fat, raw	13	14
Muffins, English, plain, toasted, enriched, with calcium propionate (includes sourdough)	11	5
Cheese, goat, hard type	24	11
Seeds, breadfruit seeds, roasted	11	5
Apples, raw, without skin	17	0
Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0" fat, all grades, raw	13	15
Candies, peanut bar	3	19
Cheese, dry white, queso seco	22	11
Game meat, rabbit, domesticated, composite of cuts, raw	14	14
Fish, ling, raw	15	13
Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8" fat, select, raw	13	16
Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt	13	1
Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted	12	22
KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed	8	16
Pie crust, cookie-type, prepared from recipe, graham cracker, chilled	6	2
Lamb, New Zealand, imported, liver, raw	13	16
Onions, raw	3	1
Veal, shank (fore and hind), separable lean only, cooked, braised	14	22
Beef, round, bottom round, steak, separable lean only, trimmed to 1/8" fat, all grades, cooked, braised	13	25
Vegetables, mixed, frozen, unprepared	9	2
Butter oil, anhydrous	20	0
Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated	13	18
Dates, deglet noor	5	1
Muffins, English, raisin-cinnamon, toasted (includes apple-cinnamon)	10	4
Crackers, saltines, low salt (includes oyster, soda, soup)	6	4
Peppers, sweet, green, canned, solids and liquids	10	0
Beef, plate, outside skirt steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	14	18
Fish, tuna, fresh, bluefin, raw	15	16
Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D	31	2
Puddings, chocolate, dry mix, regular, prepared with 2% milk	21	1
Lambsquarters, cooked, boiled, drained, without salt	14	2
Succotash, (corn and limas), raw	10	3
Veal, composite of trimmed retail cuts, separable lean only, cooked	14	21
Pork, cured, ham, center slice, separable lean and fat, unheated	13	15
Pork, fresh, ground, raw	15	12
Snacks, pretzels, hard, confectioner's coating, chocolate-flavor	8	3
Crustaceans, crab, blue, cooked, moist heat	8	19
