Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8" fat, raw	13	15
Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw	14	16
Lamb, New Zealand, imported, hind-shank, separable lean and fat, cooked, braised	13	22
Kohlrabi, cooked, boiled, drained, without salt	5	1
Nuts, acorns, raw	8	5
Snacks, pretzels, hard, whole-wheat including both salted and unsalted	5	6
Ostrich, round, raw	13	17
Broccoli, leaves, raw	10	2
Lamb, loin, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	15	20
Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw	14	15
Hearts of palm, canned	5	2
Frostings, vanilla, creamy, dry mix	6	0
Lamb, loin, separable lean and fat, trimmed to 1/4" fat, choice, cooked, roasted	15	15
Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0" fat, all grades, cooked, roasted	13	20
Yogurt, Greek, plain, lowfat	31	2
Snacks, potato chips, made from dried potatoes, reduced fat	13	3
Veal, variety meats and by-products, tongue, raw	13	11
Chicken, broilers or fryers, thigh, meat only, cooked, roasted	14	20
Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0" fat, choice, cooked, braised	14	18
Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8" fat, select, raw	14	19
Veal, variety meats and by-products, lungs, raw	+Inf	1
Fish, tuna, white, canned in water, drained solids	15	16
Fish, monkfish, raw	15	10
Fish, caviar, black and red, granular	12	18
Fish, ling, cooked, dry heat	15	17
Chicken, capons, giblets, raw	11	13
Chicken breast tenders, breaded, uncooked	12	9
Snacks, trail mix, tropical	4	6
Turkey, dark meat from whole, meat only, with added solution, raw	15	12
Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0" fat, select, raw	14	20
Cookies, ladyfingers, without lemon juice and rind	11	7
Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8" fat, all grades, cooked, grilled	14	24
Wheat flour, white (industrial), 15% protein, bleached, unenriched	6	6
Emu, full rump, cooked, broiled	13	17
Restaurant, Latino, Arroz con frijoles negros (rice and black beans)	8	3
Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, choice, raw	15	12
Pork, fresh, loin, whole, separable lean and fat, cooked, roasted	14	19
Pork, cured, ham, steak, boneless, extra lean, unheated	13	14
Butter, whipped, with salt	20	0
Beans, snap, green, cooked, boiled, drained, with salt	13	1
Seeds, sesame flour, low-fat	2	76
Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	13	18
TACO BELL, Soft Taco with chicken, cheese and lettuce	14	8
Chicken, skin (drumsticks and thighs), cooked, braised	8	11
Tomato products, canned, sauce, with onions, green peppers, and celery	10	0
Grapes, canned, thompson seedless, water pack, solids and liquids	3	0
Cookies, vanilla wafers, lower fat	10	2
Stew, hominy with mutton (Navajo)	11	4
Nuts, coconut meat, dried (desiccated), sweetened, flaked, canned	3	6
Asparagus, cooked, boiled, drained, with salt	12	1
Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0" fat, all grades, cooked, roasted	13	18
Lamb, New Zealand, imported, liver, cooked, soaked and fried	13	20
Crabapples, raw	20	0
Ostrich, ground, cooked, pan-broiled	13	20
Cheese, limburger	24	9
Rice, white, long-grain, regular, unenriched, cooked without salt	4	2
Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	14	25
Snacks, granola bars, hard, almond	5	6
Lamb, leg, shank half, separable lean and fat, trimmed to 1/4" fat, choice, cooked, roasted	15	18
Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0" fat, choice, cooked, roasted	14	23
Fish, salmon, pink, canned, drained solids	14	16
Peaches, dried, sulfured, uncooked	12	1
Chicken, roasting, meat and skin and giblets and neck, raw	13	12
Babyfood, dinner, spaghetti and tomato and meat, toddler	11	3
English muffins, plain, unenriched, with calcium propionate (includes sourdough)	8	3
Turkey, breast, from whole bird, meat only, with added solution, raw	15	14
Nuts, chestnuts, european, dried, peeled	8	4
Chicken, broilers or fryers, back, meat only, cooked, roasted	14	19
Chicken, skin (drumsticks and thighs), raw	8	7
Pork, fresh, variety meats and by-products, kidneys, raw	12	11
Lambsquarters, cooked, boiled, drained, without salt	14	2
Sausage, pork and beef, with cheddar cheese, smoked	14	10
Onions, frozen, whole, cooked, boiled, drained, with salt	3	1
Knackwurst, knockwurst, pork, beef	11	10
Crustaceans, crayfish, mixed species, farmed, cooked, moist heat	10	17
Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil	13	20
Snacks, crisped rice bar, chocolate chip	5	4
Pancakes, whole-wheat, dry mix, incomplete, prepared	10	5
KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and breading removed	8	16
Beans, cranberry (roman), mature seeds, cooked, boiled, with salt	11	6
Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted	6	4
Beans, baked, canned, with franks	11	5
Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0" fat, choice, raw	14	18
Veal, variety meats and by-products, kidneys, cooked, braised	11	18
Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8" fat, cooked, braised	13	20
Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	13	15
Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8" fat, choice, cooked, grilled	14	22
Pork, cured, separable fat (from ham and arm picnic), roasted	8	8
Lamb, Australian, imported, fresh, seam fat, raw	13	10
Onion rings, breaded, par fried, frozen, unprepared	4	2
Wheat, hard red spring	6	7
Pumpkin, cooked, boiled, drained, with salt	10	0
Chicken, broilers or fryers, dark meat, meat and skin, raw	13	12
Veal, variety meats and by-products, tongue, cooked, braised	13	17
Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt	15	7
Peppers, jalapeno, canned, solids and liquids	10	0
Cowpeas (blackeyes), immature seeds, frozen, unprepared	10	7
Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0" fat, choice, raw	13	15
Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)	20	0
Pork, Shoulder breast, boneless, separable lean and fat, raw	14	16
Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8" fat, select, cooked, grilled	14	27
Yogurt, Greek, strawberry, nonfat	30	2
Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled	13	19
Crackers, wheat, sandwich, with cheese filling	8	4
Beets, pickled, canned, solids and liquids	10	0
Cream, fluid, light (coffee cream or table cream)	20	1
Turkey, all classes, leg, meat and skin, cooked, roasted	13	22
Peanuts, valencia, raw	3	31
Sweet rolls, cheese	12	3
Cheese, parmesan, hard	25	16
Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0" fat, all grades, raw	14	16
Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised	14	23
Turnip greens, cooked, boiled, drained, with salt	10	1
Lamb, variety meats and by-products, tongue, cooked, braised	11	16
Pie, chocolate mousse, prepared from mix, no-bake type	12	2
